owner,repo,full_name,input_language,input_license_family,input_spdx,input_stars,api_status,api_html_url,api_license_spdx,api_license_name,api_license_key,api_license_family,api_stars,api_archived,api_disabled,api_created_at,api_updated_at,api_pushed_at,api_default_branch,api_latest_commit_sha
rmountjoy92,DashMachine,rmountjoy92/DashMachine,Python,copyleft,,,ok,https://github.com/rmountjoy92/DashMachine,GPL-3.0,GNU General Public License v3.0,gpl-3.0,Copyleft,1271,False,False,2020-02-24T01:38:54Z,2025-08-22T22:41:04Z,2022-03-30T19:29:23Z,master,be50c2e763ae4e18f95855c18ba31c42199a4b3e
simple-login,app,simple-login/app,Python,copyleft,,,ok,https://github.com/simple-login/app,AGPL-3.0,GNU Affero General Public License v3.0,agpl-3.0,Copyleft,5979,False,False,2019-12-18T16:14:58Z,2025-08-27T08:43:39Z,2025-08-26T10:37:24Z,master,532d69844d2b37a0665fce1b357849388b03ce3e
vpnguy-zz,ntpdos,vpnguy-zz/ntpdos,Python,copyleft,,,ok,https://github.com/vpnguy-zz/ntpdos,GPL-2.0,GNU General Public License v2.0,gpl-2.0,Copyleft,598,False,False,2014-01-22T17:37:00Z,2025-08-08T15:22:23Z,2016-12-18T17:23:18Z,master,988eea7839812aa7eefd4088325b08bbb6e72c03
dnsviz,dnsviz,dnsviz/dnsviz,Python,copyleft,,,ok,https://github.com/dnsviz/dnsviz,GPL-2.0,GNU General Public License v2.0,gpl-2.0,Copyleft,1120,False,False,2014-10-23T15:28:20Z,2025-08-22T16:03:27Z,2025-04-21T16:42:54Z,master,07631b3653a72b824e0837aadafdee9cead2a5d1
anouarbensaad,vulnx,anouarbensaad/vulnx,Python,copyleft,,,ok,https://github.com/anouarbensaad/vulnx,GPL-3.0,GNU General Public License v3.0,gpl-3.0,Copyleft,1973,False,False,2018-08-23T21:09:40Z,2025-08-27T12:17:43Z,2023-06-07T05:13:46Z,master,bcf451d20941c674005f2b42407cb24fb69cfdab
Coopydood,ultimate-macOS-KVM,Coopydood/ultimate-macOS-KVM,Python,copyleft,,,ok,https://github.com/Coopydood/ultimate-macOS-KVM,GPL-3.0,GNU General Public License v3.0,gpl-3.0,Copyleft,898,False,False,2022-12-19T11:12:41Z,2025-08-27T12:14:29Z,2025-06-10T01:58:49Z,main,e93bd3f3f837b854762c3cfcbc12e08e0c40e0fc
mautrix,telegram,mautrix/telegram,Python,copyleft,,,ok,https://github.com/mautrix/telegram,AGPL-3.0,GNU Affero General Public License v3.0,agpl-3.0,Copyleft,1504,False,False,2017-11-12T15:42:45Z,2025-08-22T02:32:02Z,2025-08-17T11:11:27Z,master,4f1482e7b09016ccec16ad008e24eb2af2f0c9d6
blankly-finance,blankly,blankly-finance/blankly,Python,copyleft,,,ok,https://github.com/blankly-finance/blankly,LGPL-3.0,GNU Lesser General Public License v3.0,lgpl-3.0,Weak-copyleft,2324,False,False,2021-03-09T18:33:22Z,2025-08-27T12:26:33Z,2024-12-30T20:20:29Z,main,daeea3dcc168af597e9ca904712db14957d8199f
hsuyelin,nas-tools,hsuyelin/nas-tools,Python,copyleft,,,ok,https://github.com/hsuyelin/nas-tools,AGPL-3.0,GNU Affero General Public License v3.0,agpl-3.0,Copyleft,2804,False,False,2023-05-16T01:38:22Z,2025-08-26T22:44:38Z,2024-08-08T03:37:10Z,master,a4c55b137ae5cf9423fd1bc2eb6e6344d539e00b
brndnmtthws,thetagang,brndnmtthws/thetagang,Python,copyleft,,,ok,https://github.com/brndnmtthws/thetagang,AGPL-3.0,GNU Affero General Public License v3.0,agpl-3.0,Copyleft,2289,False,False,2020-12-03T20:17:09Z,2025-08-27T08:16:56Z,2025-08-13T14:46:21Z,main,248fdf34d26f634a32886535bc0d11e878cd2b03
ViViDboarder,vaultwarden_ldap,ViViDboarder/vaultwarden_ldap,Rust,copyleft,,,ok,https://github.com/ViViDboarder/vaultwarden_ldap,GPL-3.0,GNU General Public License v3.0,gpl-3.0,Copyleft,192,False,False,2019-02-28T05:55:25Z,2025-08-26T22:14:49Z,2025-08-26T22:14:52Z,main,de16a45a2671885058d407ff9c3ef3f9be12f67a
x86y,beacon,x86y/beacon,Rust,copyleft,,,ok,https://github.com/x86y/beacon,GPL-3.0,GNU General Public License v3.0,gpl-3.0,Copyleft,57,False,False,2023-02-13T15:15:24Z,2025-08-27T03:21:16Z,2024-07-23T03:28:51Z,main,655802bd4d6ad58407dc2a1efd890b87e4b490e9
stacks-sbtc,sbtc,stacks-sbtc/sbtc,Rust,copyleft,,,ok,https://github.com/stacks-sbtc/sbtc,GPL-3.0,GNU General Public License v3.0,gpl-3.0,Copyleft,495,False,False,2024-03-25T15:22:49Z,2025-08-27T03:56:55Z,2025-08-27T15:16:38Z,main,468b4a66f0eb56de794f8c240ea0808b9dfcd283
rochacbruno,marmite,rochacbruno/marmite,Rust,copyleft,,,ok,https://github.com/rochacbruno/marmite,AGPL-3.0,GNU Affero General Public License v3.0,agpl-3.0,Copyleft,711,False,False,2024-10-14T17:31:42Z,2025-08-26T17:51:47Z,2025-08-25T17:22:21Z,main,6f4a0c632aaae202677db1e14034a021240e0901
apecloud,ape-dts,apecloud/ape-dts,Rust,copyleft,,,ok,https://github.com/apecloud/ape-dts,AGPL-3.0,GNU Affero General Public License v3.0,agpl-3.0,Copyleft,488,False,False,2023-01-12T04:16:22Z,2025-08-27T09:45:48Z,2025-08-26T10:26:07Z,main,da500cbb70339822176565a7aa1887847bd59295
jacob-pro,solar-screen-brightness,jacob-pro/solar-screen-brightness,Rust,copyleft,,,ok,https://github.com/jacob-pro/solar-screen-brightness,LGPL-3.0,GNU Lesser General Public License v3.0,lgpl-3.0,Weak-copyleft,72,False,False,2020-05-22T18:08:07Z,2025-08-06T09:34:42Z,2024-12-07T21:47:26Z,master,cd9644c98d997024640390a6bd5b0a2bfb3ee5ae
SofusA,qobuz-player,SofusA/qobuz-player,Rust,copyleft,,,ok,https://github.com/SofusA/qobuz-player,GPL-3.0,GNU General Public License v3.0,gpl-3.0,Copyleft,70,False,False,2025-01-12T14:21:38Z,2025-08-27T09:50:49Z,2025-08-27T09:50:46Z,main,46a476a86c0c0747462e174b6bd2fd128b1be0ec
19MisterX98,Nether_Bedrock_Cracker,19MisterX98/Nether_Bedrock_Cracker,Rust,copyleft,,,ok,https://github.com/19MisterX98/Nether_Bedrock_Cracker,LGPL-3.0,GNU Lesser General Public License v3.0,lgpl-3.0,Weak-copyleft,109,False,False,2023-01-12T10:12:09Z,2025-08-25T16:53:07Z,2025-03-11T15:12:26Z,gui,74da51b969ece1aa126ae9f7c62faf9541f43f11
DorianRudolph,sirula,DorianRudolph/sirula,Rust,copyleft,,,ok,https://github.com/DorianRudolph/sirula,GPL-3.0,GNU General Public License v3.0,gpl-3.0,Copyleft,525,False,False,2020-08-05T12:50:21Z,2025-08-21T07:52:54Z,2025-06-20T12:22:27Z,master,83efe28847060c30be311f6861e71bef6a407718
angelofallars,treefetch,angelofallars/treefetch,Rust,copyleft,,,ok,https://github.com/angelofallars/treefetch,GPL-3.0,GNU General Public License v3.0,gpl-3.0,Copyleft,164,False,False,2021-12-13T00:52:42Z,2025-08-06T13:10:22Z,2023-11-25T13:32:03Z,main,02f65e11e1f23d5fa9e66335eb5ff4f2f6b01400
Noeda,rllama,Noeda/rllama,Rust,copyleft,,,ok,https://github.com/Noeda/rllama,AGPL-3.0,GNU Affero General Public License v3.0,agpl-3.0,Copyleft,548,False,False,2023-03-11T08:41:15Z,2025-08-19T09:58:12Z,2024-02-12T00:45:39Z,master,1e1131faaaf7013ed19639ad96f252458efdb45b
KoffeinFlummi,rustbucket,KoffeinFlummi/rustbucket,Rust,copyleft,,,ok,https://github.com/KoffeinFlummi/rustbucket,GPL-3.0,GNU General Public License v3.0,gpl-3.0,Copyleft,56,False,False,2020-09-02T08:27:03Z,2025-07-28T07:05:52Z,2020-11-10T12:47:29Z,master,18b1b591044954a5a22751e20ae5ade5289055d3
cea-sec,sanzu,cea-sec/sanzu,Rust,copyleft,,,ok,https://github.com/cea-sec/sanzu,GPL-3.0,GNU General Public License v3.0,gpl-3.0,Copyleft,200,False,False,2022-06-02T12:20:40Z,2025-08-13T17:39:55Z,2024-12-16T21:34:40Z,main,8dd591bab354a2f363c495b3ded186e909628825
nextcloud-snap,nextcloud-snap,nextcloud-snap/nextcloud-snap,Shell,copyleft,,,ok,https://github.com/nextcloud-snap/nextcloud-snap,GPL-3.0,GNU General Public License v3.0,gpl-3.0,Copyleft,1790,False,False,2016-06-14T14:14:58Z,2025-08-24T08:06:33Z,2025-08-25T17:58:22Z,master,bc6570899a4fa416de828eed5657fd93d39d7e05
LSPosed,MagiskOnWSALocal,LSPosed/MagiskOnWSALocal,Shell,copyleft,,,ok,https://github.com/LSPosed/MagiskOnWSALocal,AGPL-3.0,GNU Affero General Public License v3.0,agpl-3.0,Copyleft,10211,False,False,2022-08-14T06:56:53Z,2025-08-27T12:31:43Z,2025-07-17T08:07:20Z,main,07e6d5baa46534bed1a33fe7101516c0134da42c
cs-lazy-tools,ChatGPT-On-CS,cs-lazy-tools/ChatGPT-On-CS,TypeScript,copyleft,,,ok,https://github.com/cs-lazy-tools/ChatGPT-On-CS,AGPL-3.0,GNU Affero General Public License v3.0,agpl-3.0,Copyleft,3331,False,False,2024-03-07T09:06:25Z,2025-08-27T13:31:17Z,2025-08-25T02:32:32Z,main,9369cf8221b640b879aef283571d547d15daef68
holtwick,briefing,holtwick/briefing,TypeScript,copyleft,,,ok,https://github.com/holtwick/briefing,AGPL-3.0,GNU Affero General Public License v3.0,agpl-3.0,Copyleft,1531,False,False,2020-04-05T07:53:58Z,2025-08-27T06:24:58Z,2024-06-25T12:37:37Z,master,8be876f3c3043cbefbb57898d494629f6329e99f
clansty,Q2TG,clansty/Q2TG,TypeScript,copyleft,,,ok,https://github.com/clansty/Q2TG,AGPL-3.0,GNU Affero General Public License v3.0,agpl-3.0,Copyleft,839,False,False,2021-07-20T12:55:04Z,2025-08-27T07:46:08Z,2025-04-16T02:48:09Z,sleepyfox,16798f21f9605518c1e849d8c297990518ed22e6
Musish,Musish,Musish/Musish,TypeScript,copyleft,,,ok,https://github.com/Musish/Musish,AGPL-3.0,GNU Affero General Public License v3.0,agpl-3.0,Copyleft,3143,False,False,2018-12-01T18:07:45Z,2025-08-16T16:07:23Z,2025-03-21T14:43:13Z,master,9846878b0a0bb59a627d60784e092e636b933244
webstudio-is,webstudio,webstudio-is/webstudio,TypeScript,copyleft,,,ok,https://github.com/webstudio-is/webstudio,AGPL-3.0,GNU Affero General Public License v3.0,agpl-3.0,Copyleft,7548,False,False,2022-03-13T04:19:01Z,2025-08-27T14:23:35Z,2025-08-27T12:06:47Z,main,f42488a8f098dc76122f2927c7d6fd5d18ab0fc3
cr-marcstevens,sha1collisiondetection,cr-marcstevens/sha1collisiondetection,C,other,,,ok,https://github.com/cr-marcstevens/sha1collisiondetection,NOASSERTION,Other,other,Unknown,1362,False,False,2017-01-17T20:02:49Z,2025-08-18T23:19:31Z,2024-07-24T03:27:06Z,master,b4a7b0b157d08609cbe66ddf919b2aa86c3f16b2
Tencent,puerts,Tencent/puerts,C,other,,,ok,https://github.com/Tencent/puerts,NOASSERTION,Other,other,Unknown,5666,False,False,2020-08-15T08:20:44Z,2025-08-27T12:25:56Z,2025-08-27T05:01:43Z,master,a889313eccab2fe28e5504f900520ac050789734
wiire-a,pixiewps,wiire-a/pixiewps,C,other,,,ok,https://github.com/wiire-a/pixiewps,NOASSERTION,Other,other,Unknown,1642,False,False,2015-04-02T15:18:03Z,2025-08-27T11:34:49Z,2023-04-19T15:03:24Z,master,464326fbcc499ac92d4f04c3990a9cc9c5124e86
nakst,luigi,nakst/luigi,C,other,,,ok,https://github.com/nakst/luigi,NOASSERTION,Other,other,Unknown,529,False,False,2020-12-22T11:11:11Z,2025-08-25T16:56:15Z,2025-02-23T21:25:44Z,main,ae28b9eb66464afea8e4a80d20169d50c946db21
letoram,arcan,letoram/arcan,C,other,,,ok,https://github.com/letoram/arcan,NOASSERTION,Other,other,Unknown,1707,False,False,2013-11-08T13:47:43Z,2025-08-27T12:05:17Z,2025-07-10T22:43:21Z,master,b69100dc41ef7785522c19e5a743005fd70f53da
madler,zlib,madler/zlib,C,other,,,ok,https://github.com/madler/zlib,NOASSERTION,Other,other,Unknown,6335,False,False,2011-09-10T03:27:31Z,2025-08-27T12:28:43Z,2025-02-18T23:01:53Z,develop,5a82f71ed1dfc0bec044d9702463dbdf84ea3b71
sonic-net,sonic-buildimage,sonic-net/sonic-buildimage,C,other,,,ok,https://github.com/sonic-net/sonic-buildimage,NOASSERTION,Other,other,Unknown,869,False,False,2016-03-08T17:42:37Z,2025-08-27T09:12:16Z,2025-08-27T10:12:32Z,master,db21a11c595074e95416ec0448ae3a8ccb06996a
php-memcached-dev,php-memcached,php-memcached-dev/php-memcached,C,other,,,ok,https://github.com/php-memcached-dev/php-memcached,NOASSERTION,Other,other,Unknown,995,False,False,2010-10-07T18:41:45Z,2025-08-15T21:15:52Z,2025-07-30T23:30:53Z,master,de7d53d13aecd329f03eab2eaf51c1ad8fa5c18f
gabrieldechichi,dmotion,gabrieldechichi/dmotion,C#,other,,,ok,https://github.com/gabrieldechichi/dmotion,NOASSERTION,Other,other,Unknown,527,False,False,2022-06-26T02:15:19Z,2025-08-23T10:53:14Z,2023-04-05T02:00:31Z,main,d11e14c510eb1e0a4768b1b67084bc120e8cf0be
Unity-Technologies,com.unity.perception,Unity-Technologies/com.unity.perception,C#,other,,,ok,https://github.com/Unity-Technologies/com.unity.perception,NOASSERTION,Other,other,Unknown,979,False,False,2020-04-03T19:54:21Z,2025-08-26T05:42:30Z,2024-11-08T19:38:42Z,main,7e3d4c95aa078cf959cd4febf3051cfb812f4bcd
Navi-Studio,Virtual-Human-for-Chatting,Navi-Studio/Virtual-Human-for-Chatting,C#,other,,,ok,https://github.com/Navi-Studio/Virtual-Human-for-Chatting,NOASSERTION,Other,other,Unknown,674,False,False,2023-06-08T15:39:09Z,2025-08-23T10:10:25Z,2023-11-13T15:30:58Z,main,a64865ac32945f69174aa1f92275d46f15c35ce2
MultiMC,Launcher,MultiMC/Launcher,C++,other,,,ok,https://github.com/MultiMC/Launcher,NOASSERTION,Other,other,Unknown,4497,False,False,2013-09-08T14:51:29Z,2025-08-26T13:55:11Z,2025-06-26T07:20:19Z,develop,abc582466ee7a88a398604c11b8ccb6be424c1fe
stealth,opmsg,stealth/opmsg,C++,other,,,ok,https://github.com/stealth/opmsg,NOASSERTION,Other,other,Unknown,753,False,False,2015-05-07T09:46:02Z,2025-04-20T19:48:15Z,2023-03-02T09:55:20Z,master,e1f06fde202e4f55ad60b6c6cc96115cff63cd44
facebook,ThreatExchange,facebook/ThreatExchange,C++,other,,,ok,https://github.com/facebook/ThreatExchange,NOASSERTION,Other,other,Unknown,1252,False,False,2015-02-12T22:53:08Z,2025-08-27T14:07:33Z,2025-08-27T14:07:28Z,main,0c5f65d98626720abe8091e254c2336205fceaa7
Tencent,tgfx,Tencent/tgfx,C++,other,,,ok,https://github.com/Tencent/tgfx,NOASSERTION,Other,other,Unknown,1314,False,False,2023-10-19T03:21:16Z,2025-08-27T11:33:17Z,2025-08-27T11:56:28Z,main,c337487d45e909917991b3065ed4f9a3641d3df6
mysql,mysql-workbench,mysql/mysql-workbench,C++,other,,,ok,https://github.com/mysql/mysql-workbench,NOASSERTION,Other,other,Unknown,955,False,False,2015-10-22T13:43:06Z,2025-08-27T08:42:39Z,2025-07-22T12:13:43Z,8.0,cea23ea2126ff92a61fe8528bc311d4ab978f61d
weidai11,cryptopp,weidai11/cryptopp,C++,other,,,ok,https://github.com/weidai11/cryptopp,NOASSERTION,Other,other,Unknown,5286,False,False,2015-06-03T21:53:52Z,2025-08-26T19:28:42Z,2024-08-01T06:15:57Z,master,60f81a77e0c9a0e7ffc1ca1bc438ddfa2e43b78e
fabsig,GPBoost,fabsig/GPBoost,C++,other,,,ok,https://github.com/fabsig/GPBoost,NOASSERTION,Other,other,Unknown,628,False,False,2020-04-03T15:15:15Z,2025-08-27T13:40:28Z,2025-08-27T13:40:24Z,master,79914fc1c9d232250d8b3f8149f55386e39785a8
tiny-dnn,tiny-dnn,tiny-dnn/tiny-dnn,C++,other,,,ok,https://github.com/tiny-dnn/tiny-dnn,NOASSERTION,Other,other,Unknown,5970,False,False,2012-12-17T14:08:06Z,2025-08-26T06:02:29Z,2022-04-17T02:48:05Z,master,c0f576f5cb7b35893f62127cb7aec18f77a3bcc5
cloudflare,gokeyless,cloudflare/gokeyless,Go,other,,,ok,https://github.com/cloudflare/gokeyless,NOASSERTION,Other,other,Unknown,492,False,False,2015-06-23T03:09:09Z,2025-08-16T23:08:24Z,2025-05-20T13:49:33Z,master,ffd706b5f4b6749523dd76cd2132c9f41e84f6d1
cloudflare,redoctober,cloudflare/redoctober,Go,other,,,ok,https://github.com/cloudflare/redoctober,NOASSERTION,Other,other,Unknown,1409,False,False,2013-11-19T01:15:58Z,2025-08-27T12:05:20Z,2024-11-12T16:51:58Z,master,ce2ad370627b209db5bf9af4bd6eebddb1bff678
subgraph,fw-daemon,subgraph/fw-daemon,Go,other,,,ok,https://github.com/subgraph/fw-daemon,NOASSERTION,Other,other,Unknown,106,False,False,2015-12-03T20:15:59Z,2025-05-15T17:13:12Z,2018-11-16T18:14:18Z,master,c4f21873416285ab8eb7367056ea364f15c84991
robpike,nihongo,robpike/nihongo,Go,other,,,ok,https://github.com/robpike/nihongo,NOASSERTION,Other,other,Unknown,124,False,False,2015-07-17T01:12:08Z,2025-06-06T10:52:56Z,2023-07-05T22:00:25Z,master,ab7f6184a9188e9fa067390f537343d65469a8e6
launchdarkly,ld-relay,launchdarkly/ld-relay,Go,other,,,ok,https://github.com/launchdarkly/ld-relay,NOASSERTION,Other,other,Unknown,117,False,False,2016-07-20T20:28:26Z,2025-08-15T17:22:39Z,2025-08-15T17:23:01Z,v8,8b70264e30e5ccd92b988ca6e20fede2bf3613c3
TykTechnologies,tyk-pump,TykTechnologies/tyk-pump,Go,other,,,ok,https://github.com/TykTechnologies/tyk-pump,NOASSERTION,Other,other,Unknown,132,False,False,2016-01-25T14:37:53Z,2025-08-16T13:20:55Z,2025-08-27T11:22:06Z,master,0596e828ce96878d5386592afe06380ab6f8d068
rocketlaunchr,dbq,rocketlaunchr/dbq,Go,other,,,ok,https://github.com/rocketlaunchr/dbq,NOASSERTION,Other,other,Unknown,413,False,False,2019-07-11T02:17:33Z,2025-06-29T02:37:04Z,2021-02-22T23:21:16Z,master,edab5e1151162737bd48e6dd04eec376c44063a2
YangLang116,iFlutter,YangLang116/iFlutter,Java,other,,,ok,https://github.com/YangLang116/iFlutter,NOASSERTION,Other,other,Unknown,92,False,False,2021-10-13T02:28:49Z,2025-08-13T11:23:15Z,2025-08-06T02:00:51Z,main,db11955ee4982c2625604cfefa1ab82d30fe19fc
aerospike,aerospike-client-java,aerospike/aerospike-client-java,Java,other,,,ok,https://github.com/aerospike/aerospike-client-java,NOASSERTION,Other,other,Unknown,244,False,False,2014-02-03T21:36:06Z,2025-08-25T10:32:49Z,2025-08-26T21:54:17Z,master,d6c372a30ad5eb82753e151fe97de2474f216fab
bparmentier,APKShare,bparmentier/APKShare,Java,other,,,ok,https://github.com/bparmentier/APKShare,NOASSERTION,Other,other,Unknown,53,False,False,2015-06-13T17:37:52Z,2025-04-05T09:28:19Z,2016-04-26T21:20:32Z,master,1406ab6551a232934057779f66f12af735d581ca
linkedpipes,etl,linkedpipes/etl,Java,other,,,ok,https://github.com/linkedpipes/etl,NOASSERTION,Other,other,Unknown,155,False,False,2016-01-15T17:23:57Z,2025-08-25T16:33:04Z,2025-01-22T07:58:58Z,develop,eb266fcdb4868130c97bdc784df75628801f5177
k-pet-group,BlueJ-Greenfoot,k-pet-group/BlueJ-Greenfoot,Java,other,,,ok,https://github.com/k-pet-group/BlueJ-Greenfoot,NOASSERTION,Other,other,Unknown,116,False,False,2022-09-30T11:44:46Z,2025-08-27T02:06:25Z,2025-06-03T15:08:35Z,main,f3cf1167245188cf5584d9d10a4bfc2c179f8c34
jbrisbin,vcloud,jbrisbin/vcloud,Java,other,,,ok,https://github.com/jbrisbin/vcloud,NOASSERTION,Other,other,Unknown,57,False,False,2010-04-05T13:29:17Z,2023-10-02T07:41:06Z,2012-02-23T15:01:58Z,master,7baae859eac5945ca8764927fc2bb5892c862c2a
ortus-boxlang,BoxLang,ortus-boxlang/BoxLang,Java,other,,,ok,https://github.com/ortus-boxlang/BoxLang,NOASSERTION,Other,other,Unknown,63,False,False,2023-06-06T18:30:21Z,2025-08-27T09:25:10Z,2025-08-27T09:25:06Z,development,d267f0910da7f4d77c29404b8ad74fc9fe29f205
kritzikratzi,edsdk4j,kritzikratzi/edsdk4j,Java,other,,,ok,https://github.com/kritzikratzi/edsdk4j,NOASSERTION,Other,other,Unknown,112,False,False,2010-07-29T22:09:53Z,2025-08-25T16:24:37Z,2023-02-15T13:31:54Z,master,323e6124e108f2d34d16b0ede6973345ba09bff6
AdoptOpenJDK,jitwatch,AdoptOpenJDK/jitwatch,Java,other,,,ok,https://github.com/AdoptOpenJDK/jitwatch,NOASSERTION,Other,other,Unknown,3193,False,False,2013-09-30T14:18:17Z,2025-08-27T12:05:11Z,2024-10-13T17:31:22Z,master,03c27968638aa998459b34c4744a89fe49a02b28
Netflix,curator,Netflix/curator,Java,other,,,ok,https://github.com/Netflix/curator,NOASSERTION,Other,other,Unknown,2139,False,False,2011-07-14T19:47:55Z,2025-08-15T21:15:32Z,2023-03-24T09:35:04Z,master,7fa8c085f45977be1db980731f4faf580925db08
Idean,sonar-swift,Idean/sonar-swift,Java,other,,,ok,https://github.com/Idean/sonar-swift,NOASSERTION,Other,other,Unknown,914,False,False,2015-11-06T12:49:24Z,2025-08-13T11:14:12Z,2023-12-17T05:26:03Z,develop,a5e219515cd39701aa5c8d93f954a64acff3aa82
nathanmarz,storm-starter,nathanmarz/storm-starter,Java,other,,,ok,https://github.com/nathanmarz/storm-starter,NOASSERTION,Other,other,Unknown,932,False,False,2011-09-16T05:21:34Z,2025-04-11T07:03:29Z,2016-03-09T23:17:37Z,master,917a4c5c171009af3b130d09339355f6310a2042
xtreemfs,xtreemfs,xtreemfs/xtreemfs,Java,other,,,ok,https://github.com/xtreemfs/xtreemfs,NOASSERTION,Other,other,Unknown,343,False,False,2014-06-03T07:41:46Z,2025-08-13T11:12:02Z,2024-10-07T15:46:16Z,master,a1b4c5328f1ebd5126723857103b12e27b5ac17e
1c-syntax,bsl-language-server,1c-syntax/bsl-language-server,Java,other,,,ok,https://github.com/1c-syntax/bsl-language-server,NOASSERTION,Other,other,Unknown,345,False,False,2018-12-31T09:03:18Z,2025-08-25T09:21:01Z,2025-08-27T01:52:47Z,develop,1fd31a5e7d7af8f304cf9e1c3d2b00019904229f
hkamel,sonar-auth-aad,hkamel/sonar-auth-aad,Java,other,,,ok,https://github.com/hkamel/sonar-auth-aad,NOASSERTION,Other,other,Unknown,75,False,False,2016-03-01T22:47:27Z,2025-06-25T16:33:58Z,2023-04-03T18:50:52Z,master,e0beada341605b76b4a181abd426036e10b21ab8
limbo-world,flowjob,limbo-world/flowjob,Java,other,,,ok,https://github.com/limbo-world/flowjob,NOASSERTION,Other,other,Unknown,60,False,False,2021-05-14T02:24:00Z,2025-08-13T11:22:53Z,2025-04-27T01:32:44Z,master,b9cc3b998f3bf26221861de4b66ac2ef191b518e
tillnagel,unfolding,tillnagel/unfolding,Java,other,,,ok,https://github.com/tillnagel/unfolding,NOASSERTION,Other,other,Unknown,483,False,False,2012-04-10T10:51:02Z,2025-08-13T11:09:39Z,2022-08-31T21:48:37Z,master,1e82a082810a82369cdee50d8da98ebae746a833
chewiebug,GCViewer,chewiebug/GCViewer,Java,other,,,ok,https://github.com/chewiebug/GCViewer,NOASSERTION,Other,other,Unknown,4582,False,False,2011-10-23T09:01:04Z,2025-08-27T13:21:35Z,2025-02-02T15:38:37Z,develop,3c2b290e40ec70469fc358daeddaf74e1aab07b2
scenarioo,scenarioo,scenarioo/scenarioo,Java,other,,,ok,https://github.com/scenarioo/scenarioo,NOASSERTION,Other,other,Unknown,65,False,False,2013-05-24T15:19:52Z,2024-11-22T12:53:33Z,2024-06-05T09:31:55Z,develop,ef53306480b218f49e97babd0d28d9bea548e7a7
Anistream,Anistream-Mobile,Anistream/Anistream-Mobile,Java,other,,,ok,https://github.com/Anistream/Anistream-Mobile,NOASSERTION,Other,other,Unknown,164,False,False,2020-02-02T20:05:08Z,2025-08-13T02:34:28Z,2021-04-27T15:14:34Z,master,7891dd72831bddde38518550e60aaf3f29c16a8f
dorkbox,SystemTray,dorkbox/SystemTray,Java,other,,,ok,https://github.com/dorkbox/SystemTray,NOASSERTION,Other,other,Unknown,475,False,False,2014-11-03T01:16:00Z,2025-08-24T21:07:31Z,2024-02-14T22:58:34Z,master,5e7928c6a61f18d4c7c7488fe250d4f37ae62c83
hapijs,joi,hapijs/joi,JavaScript,other,,,ok,https://github.com/hapijs/joi,NOASSERTION,Other,other,Unknown,21147,False,False,2012-09-16T16:38:06Z,2025-08-25T22:55:25Z,2025-08-20T08:19:35Z,master,1b923c1336fb3957733b920a8290c2e2ac68dc88
hiteshchoudhary,apihub,hiteshchoudhary/apihub,JavaScript,other,,,ok,https://github.com/hiteshchoudhary/apihub,NOASSERTION,Other,other,Unknown,8319,False,False,2023-05-20T17:17:16Z,2025-08-27T12:34:18Z,2025-03-14T22:04:38Z,main,e3a4414f181065dbd7d098b91b027bc37f17bbc2
ajaxorg,ace,ajaxorg/ace,JavaScript,other,,,ok,https://github.com/ajaxorg/ace,NOASSERTION,Other,other,Unknown,27025,False,False,2010-10-27T10:43:36Z,2025-08-27T14:04:38Z,2025-08-25T08:11:33Z,master,23ac02f7602b84cc4ea30f6ed4f889d3802affde
riolubruh,YABDP4Nitro,riolubruh/YABDP4Nitro,JavaScript,other,,,ok,https://github.com/riolubruh/YABDP4Nitro,NOASSERTION,Other,other,Unknown,997,False,False,2021-11-21T19:26:45Z,2025-08-27T12:36:01Z,2025-08-26T23:26:57Z,main,1d4cb8530fbd7d148943cf0a00d0ba014177aa12
